
2022-08-28 09:47:53.489801,19960
2022-08-28 09:48:03.525168,19958
2022-08-28 09:48:13.554353,19959
2022-08-28 09:48:23.577562,19956
2022-08-28 09:48:33.613826,19955
2022-08-28 09:48:43.648703,19954
2022-08-28 09:48:53.677138,19951
2022-08-28 09:49:03.706368,19946
2022-08-28 09:49:13.735302,19944
2022-08-28 09:49:23.762279,19940
2022-08-28 09:49:33.797515,19945
2022-08-28 09:49:43.826162,19944
2022-08-28 09:49:53.852042,19939
2022-08-28 09:50:03.884931,19936
2022-08-28 09:50:13.915147,19947
2022-08-28 09:50:23.943591,19944
2022-08-28 09:50:33.974919,19943
2022-08-28 09:50:44.002079,19944
2022-08-28 09:50:54.025669,19944
2022-08-28 09:51:04.052052,19944
2022-08-28 09:51:14.080096,19944
2022-08-28 09:51:24.110999,19944
2022-08-28 09:51:34.150994,19943
2022-08-28 09:51:54.242910,19947
2022-08-28 09:52:04.269599,19947
2022-08-28 09:52:14.303022,19952
2022-08-28 09:52:24.332821,19949
2022-08-28 09:52:34.362701,19950
2022-08-28 09:52:44.397141,19949
2022-08-28 09:52:54.429637,19949
2022-08-28 09:53:04.458640,19949
2022-08-28 09:53:14.492248,19948
2022-08-28 09:53:24.524112,19954
2022-08-28 09:53:34.556117,19955
2022-08-28 09:53:44.585538,19951
2022-08-28 09:53:54.620755,19947
2022-08-28 09:54:04.649380,19947
2022-08-28 09:54:14.678149,19947
2022-08-28 09:54:24.706589,19949
2022-08-28 09:54:34.737532,19950
2022-08-28 09:54:44.767177,19948
2022-08-28 09:54:54.797723,19951
2022-08-28 09:55:04.822306,19953
2022-08-28 09:55:14.855218,19951
2022-08-28 09:55:24.882019,19949
2022-08-28 09:55:34.911900,19952
2022-08-28 09:55:44.940692,19952
2022-08-28 09:56:05.031728,19954
2022-08-28 09:56:15.061676,19954
2022-08-28 09:56:25.096223,19953
2022-08-28 09:56:35.128698,19955
2022-08-28 09:56:45.153489,19954
2022-08-28 09:56:55.181696,19953
2022-08-28 09:57:05.206259,19953
2022-08-28 09:57:15.239214,19953
2022-08-28 09:57:25.267162,19954
2022-08-28 09:57:35.296054,19957
2022-08-28 09:57:45.329538,19956
2022-08-28 09:57:55.356183,19955
2022-08-28 09:58:05.383612,19956
2022-08-28 09:58:15.412963,19956
2022-08-28 09:58:25.459177,19957
2022-08-28 09:58:35.484625,19952
2022-08-28 09:58:45.513553,19955
2022-08-28 09:58:55.543946,19955
2022-08-28 09:59:05.576766,19954
2022-08-28 09:59:15.604439,19953
2022-08-28 09:59:25.639803,19943
2022-08-28 09:59:35.671635,19937
2022-08-28 09:59:45.698120,19940
2022-08-28 09:59:55.728677,19938
2022-08-28 10:00:05.757511,19939
2022-08-28 10:00:15.782751,19941
2022-08-28 10:00:25.812296,19952
2022-08-28 10:00:35.844392,19952
2022-08-28 10:00:45.876280,19952
2022-08-28 10:00:55.906435,19954
2022-08-28 10:01:05.933594,19954
2022-08-28 10:01:15.968328,19954
2022-08-28 10:01:26.000808,19960
2022-08-28 10:01:36.026154,19960
2022-08-28 10:01:46.056989,19962
2022-08-28 10:01:56.082815,19963
2022-08-28 10:02:06.112147,19961
2022-08-28 10:02:16.143363,19962
2022-08-28 10:02:26.170878,19961
2022-08-28 10:02:36.200281,19964
2022-08-28 10:02:46.229639,19964
2022-08-28 10:02:56.258066,19964
2022-08-28 10:03:06.284050,19964
2022-08-28 10:03:16.311453,19963
2022-08-28 10:03:26.336978,19963
2022-08-28 10:03:36.368832,19963
2022-08-28 10:03:46.398695,19963
2022-08-28 10:03:56.432214,19962
2022-08-28 10:04:06.460759,19962
2022-08-28 10:04:36.542381,19964
2022-08-28 10:04:46.572014,19965
2022-08-28 10:04:56.602371,19964
2022-08-28 10:05:06.633187,19964
2022-08-28 10:05:16.658852,19965
2022-08-28 10:05:26.686774,19959
2022-08-28 10:05:36.720581,19957
2022-08-28 10:05:46.752484,19956
2022-08-28 10:05:56.819689,19948
2022-08-28 10:06:06.847978,19946
2022-08-28 10:06:16.894111,19946
2022-08-28 10:06:26.924310,19942
2022-08-28 10:06:36.972714,19934
2022-08-28 10:06:47.010722,19937
2022-08-28 10:06:57.042946,19938
2022-08-28 10:07:07.068994,19935
2022-08-28 10:07:17.100072,19942
2022-08-28 10:07:27.127883,19939
2022-08-28 10:07:37.166446,19942
2022-08-28 10:07:47.203256,19935
2022-08-28 10:07:57.227733,19931
2022-08-28 10:08:07.260980,19930
2022-08-28 10:08:17.296808,19922
2022-08-28 10:08:27.328773,19925
2022-08-28 10:08:57.440877,19915
2022-08-28 10:09:07.470991,19925
2022-08-28 10:45:14.314720,19951
2022-08-28 10:45:24.342161,19951
2022-08-28 10:45:34.375176,19951
2022-08-28 10:45:44.403140,19952
2022-08-28 10:45:54.430866,19950
2022-08-28 10:46:04.458994,19952
2022-08-28 10:46:14.491199,19963
2022-08-28 10:46:24.519057,19970
2022-08-28 10:46:34.547834,19967
2022-08-28 10:46:44.612019,19968
2022-08-28 10:46:54.645874,19978
2022-08-28 10:47:04.716728,19984
2022-08-28 10:47:14.745361,19989
2022-08-28 10:47:24.791571,19979
2022-08-28 10:47:34.817599,19965
2022-08-28 10:47:44.845307,19965
2022-08-28 10:47:54.875692,19959
2022-08-28 10:48:04.901245,19962
2022-08-28 10:48:14.932073,19965
2022-08-28 10:48:24.958208,19961
2022-08-28 10:48:34.991268,19961
2022-08-28 10:49:05.372143,19943
2022-08-28 10:49:15.397123,19947
2022-08-28 10:49:25.435321,19950
2022-08-28 10:49:35.461179,19948
2022-08-28 10:49:45.485718,19947
2022-08-28 10:49:55.517990,19938
2022-08-28 10:50:05.549079,19931
2022-08-28 10:50:15.580696,19928
2022-08-28 10:50:25.608886,19931
2022-08-28 10:50:35.650534,19940
2022-08-28 10:50:45.679976,19946
2022-08-28 10:50:55.711375,19946
2022-08-28 10:51:05.744202,19943
2022-08-28 10:51:15.774909,19949
2022-08-28 10:51:25.801097,19940
2022-08-28 10:51:35.830377,19943
